"ResponseId","ImageNum","Mancheck","paintType","like","beauty","profound","worth","emo","story","meaningful","effort","totalmins","crtcorrect","growth","fixed","empathy","openness","posAI","negAI","Matched"
37,5,"AI","R",5,5,4,4,3,4,3,4,10,3,17,19,62,44,56,26,1
37,6,"Human","A",5,5,5,5,3,4,3,3,43200,3,17,19,62,44,56,26,1
37,7,"Human","R",5,5,4,5,5,5,3,5,36000,3,17,19,62,44,56,26,1
37,8,"Human","A",3,3,2,3,2,2,2,2,14400,3,17,19,62,44,56,26,1
37,9,"Human","A",3,3,3,2,2,2,2,4,7742,3,17,19,62,44,56,26,1
38,1,"Human","R",3,4,3,3,4,3,2,4,720,6,22,11,66,50,46,20,1
38,10,"Human","R",4,4,3,4,4,4,3,5,11520,6,22,11,66,50,46,20,1
38,11,"AI","A",4,4,4,3,4,5,2,2,15,6,22,11,66,50,46,20,1
38,12,"Human","R",4,4,3,2,3,4,2,4,4440,6,22,11,66,50,46,20,1
38,13,"Human","R",3,3,3,2,4,4,2,3,7200,6,22,11,66,50,46,20,1
38,14,"Human","A",3,4,3,3,4,2,2,4,6240,6,22,11,66,50,46,20,1
38,15,"Human","A",3,2,3,2,3,2,2,4,5880,6,22,11,66,50,46,20,1
38,16,"AI","R",3,3,2,3,2,1,1,2,10,6,22,11,66,50,46,20,1
38,17,"AI","A",4,5,4,3,4,3,2,2,20,6,22,11,66,50,46,20,1
38,18,"AI","R",4,5,3,3,4,4,4,2,15,6,22,11,66,50,46,20,1
38,19,"AI","R",4,5,4,4,4,4,4,3,15,6,22,11,66,50,46,20,1
38,2,"AI","A",3,2,2,2,2,1,1,2,12,6,22,11,66,50,46,20,1
38,20,"AI","A",3,3,3,2,2,1,1,2,5,6,22,11,66,50,46,20,1
38,21,"AI","A",4,4,2,2,3,2,2,2,10,6,22,11,66,50,46,20,1
38,22,"AI","R",4,4,4,3,4,5,3,3,10,6,22,11,66,50,46,20,1
38,23,"Human","A",2,2,2,3,3,1,1,4,4320,6,22,11,66,50,46,20,1
38,24,"AI","A",3,3,2,2,2,1,1,1,8,6,22,11,66,50,46,20,1
38,25,"AI","R",2,2,3,3,4,4,2,2,10,6,22,11,66,50,46,20,1
38,26,"AI","R",4,4,2,3,4,4,2,3,20,6,22,11,66,50,46,20,1
38,27,"Human","R",3,4,4,4,5,4,2,4,9360,6,22,11,66,50,46,20,1
38,28,"Human","A",4,4,4,3,4,4,3,5,9240,6,22,11,66,50,46,20,1
38,29,"Human","A",2,3,3,3,3,4,2,4,3600,6,22,11,66,50,46,20,1
38,3,"Human","R",4,4,2,2,3,3,3,2,6480,6,22,11,66,50,46,20,1
38,30,"Human","R",4,4,3,4,5,3,3,4,7200,6,22,11,66,50,46,20,1
38,4,"AI","A",4,4,3,2,4,4,2,2,20,6,22,11,66,50,46,20,1
38,5,"AI","R",4,3,3,2,4,4,2,2,12,6,22,11,66,50,46,20,1
38,6,"AI","A",4,5,3,2,4,2,1,2,10,6,22,11,66,50,46,20,1
38,7,"Human","R",4,5,3,3,4,5,2,5,8640,6,22,11,66,50,46,20,1
38,8,"AI","A",3,3,4,4,3,2,1,2,40,6,22,11,66,50,46,20,1
38,9,"AI","A",3,4,3,3,4,2,2,2,10,6,22,11,66,50,46,20,1
39,1,"Human","R",4,4,4,4,2,2,2,5,900,1,16,19,57,52,17,8,1
39,10,"AI","R",1,1,1,1,1,1,1,1,0,1,16,19,57,52,17,8,1
39,11,"AI","A",1,1,1,1,1,1,1,1,0,1,16,19,57,52,17,8,1
39,12,"Human","R",4,4,3,3,3,3,2,4,7200,1,16,19,57,52,17,8,1
39,13,"AI","R",1,1,1,4,1,1,1,1,5,1,16,19,57,52,17,8,1
39,14,"Human","A",1,1,1,4,1,1,1,4,900,1,16,19,57,52,17,8,1
39,15,"Human","A",1,1,1,4,1,1,1,4,900,1,16,19,57,52,17,8,1
39,16,"AI","R",1,1,1,1,1,1,1,1,0,1,16,19,57,52,17,8,1
39,17,"Human","A",1,1,1,1,1,1,1,1,300,1,16,19,57,52,17,8,1
39,18,"AI","R",1,1,1,1,1,1,1,1,0,1,16,19,57,52,17,8,1
39,19,"Human","R",4,4,4,4,1,1,1,4,900,1,16,19,57,52,17,8,1
39,2,"AI","A",1,1,1,1,1,1,1,1,0,1,16,19,57,52,17,8,1
39,20,"AI","A",1,1,1,3,1,1,1,1,5,1,16,19,57,52,17,8,1
39,21,"Human","A",1,1,1,4,1,1,1,4,4320,1,16,19,57,52,17,8,1
39,22,"Human","R",1,1,1,3,1,3,1,3,240,1,16,19,57,52,17,8,1
39,23,"Human","A",1,1,1,5,1,1,1,5,21600,1,16,19,57,52,17,8,1
39,24,"AI","A",1,1,1,1,1,1,1,1,0,1,16,19,57,52,17,8,1
39,25,"Human","R",1,1,1,4,1,1,1,1,600,1,16,19,57,52,17,8,1
39,26,"AI","R",1,1,1,5,1,1,1,1,5,1,16,19,57,52,17,8,1
39,27,"Human","R",3,3,3,3,3,3,3,3,600,1,16,19,57,52,17,8,1
39,28,"AI","A",1,1,1,1,1,1,1,1,0,1,16,19,57,52,17,8,1
39,29,"AI","A",1,1,1,4,1,1,1,1,5,1,16,19,57,52,17,8,1
39,3,"AI","R",1,1,1,1,1,1,1,1,5,1,16,19,57,52,17,8,1
39,30,"AI","R",1,1,1,1,1,1,1,1,0,1,16,19,57,52,17,8,1
39,4,"Human","A",1,1,1,1,1,1,1,1,300,1,16,19,57,52,17,8,1
39,5,"Human","R",4,4,4,5,3,3,2,5,21600,1,16,19,57,52,17,8,1
39,6,"Human","A",3,3,3,4,1,1,1,3,900,1,16,19,57,52,17,8,1
39,7,"AI","R",1,1,1,5,1,1,1,1,5,1,16,19,57,52,17,8,1
39,8,"Human","A",1,1,1,3,1,1,1,4,900,1,16,19,57,52,17,8,1
39,9,"Human","A",1,1,1,1,1,1,1,1,21600,1,16,19,57,52,17,8,1
40,1,"Human","R",4,4,4,4,3,4,4,4,60,3,18,10,62,37,45,30,1
40,10,"AI","R",4,4,3,4,4,4,4,4,45,3,18,10,62,37,45,30,1
40,11,"Human","A",3,2,2,3,1,3,2,3,4320,3,18,10,62,37,45,30,1
40,12,"AI","R",4,4,2,3,2,3,3,3,60,3,18,10,62,37,45,30,1
40,13,"Human","R",5,4,3,4,3,3,3,4,30240,3,18,10,62,37,45,30,1
40,14,"Human","A",1,1,1,3,1,1,1,3,2880,3,18,10,62,37,45,30,1
40,15,"AI","A",2,2,2,4,1,2,2,2,25,3,18,10,62,37,45,30,1
40,16,"AI","R",3,4,3,3,2,2,3,3,300,3,18,10,62,37,45,30,1
40,17,"Human","A",1,1,2,3,1,1,1,2,300,3,18,10,62,37,45,30,1
40,18,"Human","R",3,3,3,3,2,2,2,4,4320,3,18,10,62,37,45,30,1
40,19,"AI","R",3,3,2,3,2,3,3,2,60,3,18,10,62,37,45,30,1
40,2,"AI","A",2,1,1,3,1,2,1,2,30,3,18,10,62,37,45,30,1
40,20,"AI","A",1,1,1,2,1,1,1,1,10,3,18,10,62,37,45,30,1
40,21,"AI","A",1,1,1,2,1,2,1,2,10,3,18,10,62,37,45,30,1
40,22,"Human","R",2,2,2,4,2,2,2,3,4320,3,18,10,62,37,45,30,1
40,23,"Human","A",1,1,1,2,1,1,1,3,1440,3,18,10,62,37,45,30,1
40,24,"Human","A",3,3,2,3,2,3,3,2,180,3,18,10,62,37,45,30,1
40,25,"Human","R",3,3,1,3,1,3,3,3,1440,3,18,10,62,37,45,30,1
40,26,"Human","R",4,4,3,4,3,4,3,4,28800,3,18,10,62,37,45,30,1
40,27,"AI","R",4,4,3,4,3,3,4,4,120,3,18,10,62,37,45,30,1
40,28,"AI","A",2,2,2,4,1,2,1,2,1800,3,18,10,62,37,45,30,1
40,29,"AI","A",2,2,3,4,2,2,2,3,300,3,18,10,62,37,45,30,1
40,3,"Human","R",5,5,4,4,3,4,4,4,10080,3,18,10,62,37,45,30,1
40,30,"Human","R",4,3,2,3,2,3,2,3,5760,3,18,10,62,37,45,30,1
40,4,"Human","A",1,1,1,2,1,1,1,1,180,3,18,10,62,37,45,30,1
40,5,"AI","R",4,4,3,4,3,4,3,4,20160,3,18,10,62,37,45,30,1
40,6,"Human","A",2,2,1,2,1,2,2,2,360,3,18,10,62,37,45,30,1
40,7,"Human","R",5,4,4,4,3,4,4,5,20160,3,18,10,62,37,45,30,1
40,8,"AI","A",2,2,2,3,1,1,1,2,15,3,18,10,62,37,45,30,1
40,9,"AI","A",2,2,1,3,1,2,1,2,30,3,18,10,62,37,45,30,1
41,1,"Human","R",4,4,4,4,4,4,4,4,5760,3,20,15,48,44,43,27,1
41,10,"AI","R",4,4,4,3,4,4,4,4,180,3,20,15,48,44,43,27,1
41,11,"Human","A",4,4,4,4,4,4,4,4,2880,3,20,15,48,44,43,27,1
41,12,"AI","R",5,5,5,5,5,5,5,5,5760,3,20,15,48,44,43,27,1
41,13,"Human","R",4,4,3,4,4,4,4,4,5760,3,20,15,48,44,43,27,1
41,14,"Human","A",2,2,2,3,3,2,2,3,2880,3,20,15,48,44,43,27,1
41,15,"Human","A",3,2,2,3,2,2,2,2,2880,3,20,15,48,44,43,27,1
41,16,"Human","R",4,4,4,4,4,3,4,4,2880,3,20,15,48,44,43,27,1
41,17,"Human","A",3,2,2,3,3,3,3,3,1440,3,20,15,48,44,43,27,1
41,18,"Human","R",4,5,5,4,4,4,4,4,4320,3,20,15,48,44,43,27,1
41,19,"AI","R",4,4,4,4,4,3,4,4,1440,3,20,15,48,44,43,27,1
41,2,"AI","A",1,1,1,1,1,1,1,1,60,3,20,15,48,44,43,27,1
41,20,"Human","A",1,1,1,1,1,1,1,1,1440,3,20,15,48,44,43,27,1
41,21,"Human","A",3,3,2,2,2,3,2,2,60,3,20,15,48,44,43,27,0
41,22,"AI","R",3,3,2,3,2,3,3,3,1440,3,20,15,48,44,43,27,1
41,23,"AI","A",2,2,2,2,2,2,2,2,360,3,20,15,48,44,43,27,1
41,24,"AI","A",2,2,2,2,2,2,2,2,180,3,20,15,48,44,43,27,1
41,25,"AI","R",1,1,1,1,1,1,1,1,30,3,20,15,48,44,43,27,1
41,26,"Human","R",3,3,3,2,2,3,3,3,1800,3,20,15,48,44,43,27,1
41,27,"Human","R",3,4,3,3,4,4,4,4,5760,3,20,15,48,44,43,27,1
41,28,"AI","A",2,3,2,1,2,3,3,2,120,3,20,15,48,44,43,27,1
41,29,"Human","A",4,3,3,4,4,3,4,4,4320,3,20,15,48,44,43,27,1
41,3,"AI","R",4,4,3,4,4,4,3,4,720,3,20,15,48,44,43,27,1
41,30,"Human","R",4,4,3,3,3,3,3,3,1440,3,20,15,48,44,43,27,0
41,4,"Human","A",4,4,3,3,4,4,4,4,4320,3,20,15,48,44,43,27,1
41,5,"Human","R",4,4,4,4,3,5,4,4,4320,3,20,15,48,44,43,27,1
41,6,"Human","A",3,4,2,2,3,2,3,2,7200,3,20,15,48,44,43,27,1
41,7,"AI","R",5,5,5,5,5,5,5,5,1440,3,20,15,48,44,43,27,1
41,8,"Human","A",2,1,1,2,2,1,1,1,1440,3,20,15,48,44,43,27,1
41,9,"Human","A",2,2,2,2,3,2,3,2,1440,3,20,15,48,44,43,27,1
42,1,"Human","R",5,5,5,5,5,5,5,5,86400,0,18,9,58,42,18,8,1
42,10,"Human","R",1,1,2,2,1,4,1,1,86400,0,18,9,58,42,18,8,1
42,11,"Human","A",1,1,1,1,1,1,1,1,86400,0,18,9,58,42,18,8,1
42,12,"Human","R",1,1,1,1,1,1,1,1,86400,0,18,9,58,42,18,8,1
42,13,"AI","R",1,1,1,1,1,1,1,1,120,0,18,9,58,42,18,8,1
42,14,"AI","A",1,1,1,1,1,1,1,1,60,0,18,9,58,42,18,8,1
42,15,"AI","A",1,1,1,1,1,1,1,1,60,0,18,9,58,42,18,8,1
42,16,"Human","R",1,1,1,1,1,1,1,1,43200,0,18,9,58,42,18,8,1
42,17,"Human","A",5,5,5,5,5,5,5,5,86400,0,18,9,58,42,18,8,1
42,18,"Human","R",1,1,2,2,2,2,2,2,14400,0,18,9,58,42,18,8,1
42,19,"Human","R",5,5,5,5,5,5,5,5,86400,0,18,9,58,42,18,8,1
42,2,"AI","A",1,1,1,1,1,1,1,1,120,0,18,9,58,42,18,8,1
42,20,"AI","A",1,1,1,1,1,1,1,1,60,0,18,9,58,42,18,8,1
42,21,"AI","A",2,2,2,2,2,2,2,2,30,0,18,9,58,42,18,8,1
42,22,"Human","R",1,1,1,1,1,1,1,1,60,0,18,9,58,42,18,8,1
42,23,"Human","A",3,3,3,3,3,3,3,3,10080,0,18,9,58,42,18,8,1
42,24,"AI","A",1,1,1,1,1,1,1,1,60,0,18,9,58,42,18,8,1
42,25,"Human","R",5,5,5,5,5,5,5,5,43200,0,18,9,58,42,18,8,1
42,26,"AI","R",2,2,1,1,1,1,1,1,180,0,18,9,58,42,18,8,1
42,27,"AI","R",2,2,2,2,2,2,2,2,60,0,18,9,58,42,18,8,1
42,28,"AI","A",1,1,1,1,1,1,1,1,60,0,18,9,58,42,18,8,1
42,29,"Human","A",1,1,2,5,1,3,2,5,43200,0,18,9,58,42,18,8,1
42,3,"Human","R",5,5,4,5,5,5,5,5,86400,0,18,9,58,42,18,8,1
42,30,"AI","R",1,1,1,1,1,1,1,1,120,0,18,9,58,42,18,8,1
42,4,"AI","A",1,1,1,1,1,1,1,1,60,0,18,9,58,42,18,8,1
42,5,"Human","R",1,1,1,1,1,1,1,1,43200,0,18,9,58,42,18,8,1
42,6,"Human","A",1,1,1,1,1,1,1,1,43200,0,18,9,58,42,18,8,1
42,7,"Human","R",2,2,2,2,2,2,2,2,43200,0,18,9,58,42,18,8,1
42,8,"Human","A",1,1,1,1,1,1,1,1,72000,0,18,9,58,42,18,8,1
42,9,"AI","A",2,2,2,2,2,2,2,2,120,0,18,9,58,42,18,8,1
43,1,"Human","R",4,3,3,3,1,1,1,4,1590,3,21,13,71,56,36,14,1
43,10,"Human","R",3,3,2,4,1,2,1,4,2880,3,21,13,71,56,36,14,1
43,11,"AI","A",4,4,3,2,2,1,1,2,60,3,21,13,71,56,36,14,1
43,12,"Human","R",4,3,3,3,2,2,1,4,2940,3,21,13,71,56,36,14,1
43,13,"Human","R",4,5,3,4,3,4,2,4,5760,3,21,13,71,56,36,14,1
43,14,"Human","A",3,4,2,3,1,2,1,2,255,3,21,13,71,56,36,14,1
43,15,"AI","A",2,2,1,1,1,1,1,1,8,3,21,13,71,56,36,14,1
43,16,"AI","R",1,1,2,2,3,1,1,1,3,3,21,13,71,56,36,14,1
43,17,"Human","A",4,5,1,3,1,1,1,3,1740,3,21,13,71,56,36,14,1
43,18,"Human","R",3,3,2,3,2,2,1,3,3060,3,21,13,71,56,36,14,1
43,19,"AI","R",3,3,2,2,2,1,1,2,10,3,21,13,71,56,36,14,1
43,2,"Human","A",5,4,4,3,3,1,1,4,4710,3,21,13,71,56,36,14,1
43,20,"Human","A",1,1,1,1,2,2,1,2,90,3,21,13,71,56,36,14,1
43,21,"Human","A",5,5,2,3,2,2,1,3,1440,3,21,13,71,56,36,14,1
43,22,"AI","R",1,1,1,1,3,2,1,1,7,3,21,13,71,56,36,14,1
43,23,"Human","A",4,4,3,5,2,1,1,5,7200,3,21,13,71,56,36,14,1
43,24,"Human","A",2,2,1,1,1,1,1,2,300,3,21,13,71,56,36,14,1
43,25,"AI","R",1,1,1,1,2,1,1,1,2,3,21,13,71,56,36,14,1
43,26,"AI","R",4,4,3,3,2,2,1,2,60,3,21,13,71,56,36,14,1
43,27,"Human","R",5,5,4,4,2,1,2,5,4390,3,21,13,71,56,36,14,1
43,28,"AI","A",1,1,1,1,3,3,1,1,3,3,21,13,71,56,36,14,1
43,29,"AI","A",3,3,2,2,1,3,1,1,5,3,21,13,71,56,36,14,1
43,3,"Human","R",5,5,2,4,3,2,2,4,4320,3,21,13,71,56,36,14,1
43,30,"AI","R",4,5,3,3,4,1,2,2,5,3,21,13,71,56,36,14,1
43,4,"Human","A",1,1,1,1,2,2,1,2,180,3,21,13,71,56,36,14,1
43,5,"AI","R",5,4,4,2,3,3,1,2,190,3,21,13,71,56,36,14,1
43,6,"AI","A",5,5,3,3,2,1,1,2,30,3,21,13,71,56,36,14,1
43,7,"AI","R",5,5,3,3,2,2,1,2,180,3,21,13,71,56,36,14,1
43,8,"AI","A",3,2,2,3,2,1,1,1,10,3,21,13,71,56,36,14,1
43,9,"AI","A",3,3,2,2,1,1,1,2,25,3,21,13,71,56,36,14,1
44,1,"AI","R",3,4,3,2,3,3,2,3,2940,6,14,16,45,33,33,20,1
44,10,"AI","R",4,3,2,3,3,4,3,2,60,6,14,16,45,33,33,20,1
44,11,"AI","A",3,2,4,3,2,3,4,3,180,6,14,16,45,33,33,20,1
44,12,"Human","R",2,4,3,2,3,4,3,3,14400,6,14,16,45,33,33,20,1
44,13,"Human","R",4,2,3,2,4,3,4,3,5760,6,14,16,45,33,33,20,1
44,14,"Human","A",3,4,4,3,2,3,2,5,7505,6,14,16,45,33,33,20,1
44,15,"Human","A",4,3,2,3,4,3,2,3,2880,6,14,16,45,33,33,20,1
44,16,"AI","R",4,3,2,3,4,3,2,3,360,6,14,16,45,33,33,20,1
44,17,"AI","A",4,3,2,4,3,2,2,4,60,6,14,16,45,33,33,20,1
44,18,"Human","R",2,4,3,2,3,4,3,4,14400,6,14,16,45,33,33,20,1
44,19,"AI","R",4,2,3,3,3,2,4,3,1500,6,14,16,45,33,33,20,1
44,2,"AI","A",4,3,2,3,4,3,3,2,480,6,14,16,45,33,33,20,1
44,20,"AI","A",4,3,3,2,4,3,3,4,2880,6,14,16,45,33,33,20,1
44,21,"Human","A",2,4,3,2,3,2,3,4,3000,6,14,16,45,33,33,20,1
44,22,"AI","R",2,4,3,2,3,2,4,4,600,6,14,16,45,33,33,20,1
44,23,"Human","A",2,4,3,2,3,3,4,4,14705,6,14,16,45,33,33,20,1
44,24,"AI","A",2,4,3,2,3,4,3,3,60,6,14,16,45,33,33,20,1
44,25,"Human","R",2,4,4,3,2,4,3,3,8640,6,14,16,45,33,33,20,1
44,26,"AI","R",4,3,2,4,3,2,3,4,60,6,14,16,45,33,33,20,1
44,27,"Human","R",3,4,3,2,3,4,3,2,7500,6,14,16,45,33,33,20,1
44,28,"Human","A",4,3,2,2,4,3,2,3,7800,6,14,16,45,33,33,20,1
44,29,"Human","A",2,4,4,3,2,3,3,2,14400,6,14,16,45,33,33,20,1
44,3,"AI","R",4,2,3,4,4,2,3,3,120,6,14,16,45,33,33,20,1
44,30,"Human","R",3,2,4,3,2,3,4,3,2880,6,14,16,45,33,33,20,1
44,4,"AI","A",3,2,4,3,2,3,3,2,420,6,14,16,45,33,33,20,1
44,5,"Human","R",2,4,4,3,2,3,4,3,14400,6,14,16,45,33,33,20,1
44,6,"AI","A",4,3,2,3,4,4,3,2,3000,6,14,16,45,33,33,20,1
44,7,"AI","R",4,3,2,3,4,3,2,3,1440,6,14,16,45,33,33,20,1
44,8,"AI","A",3,2,3,4,3,2,2,4,60,6,14,16,45,33,33,20,1
44,9,"AI","A",4,3,2,3,4,3,1,3,60,6,14,16,45,33,33,20,1
45,1,"Human","R",5,5,5,5,5,5,5,5,360000,6,20,13,65,48,42,19,1
45,10,"Human","R",5,5,5,5,5,5,5,5,1008000,6,20,13,65,48,42,19,1
45,11,"AI","A",5,5,5,5,5,5,5,3,480,6,20,13,65,48,42,19,1
45,12,"Human","R",5,5,5,5,5,5,5,5,720000,6,20,13,65,48,42,19,1
45,13,"Human","R",5,5,5,5,5,5,3,5,216000,6,20,13,65,48,42,19,1
45,14,"Human","A",2,2,3,3,5,4,2,3,57600,6,20,13,65,48,42,19,1
45,15,"Human","A",1,1,3,4,3,1,1,5,43200,6,20,13,65,48,42,19,1
45,16,"AI","R",4,4,4,4,3,3,3,3,120,6,20,13,65,48,42,19,1
45,17,"AI","A",4,4,4,4,3,4,3,3,120,6,20,13,65,48,42,19,1
45,18,"Human","R",5,5,5,5,5,5,5,5,504000,6,20,13,65,48,42,19,1
45,19,"Human","R",5,5,5,5,5,5,5,5,216000,6,20,13,65,48,42,19,1
45,2,"AI","A",4,3,4,3,5,3,3,3,180,6,20,13,65,48,42,19,1
45,20,"AI","A",3,2,2,2,2,1,1,2,30,6,20,13,65,48,42,19,1
45,21,"Human","A",4,4,4,5,3,3,3,5,432000,6,20,13,65,48,42,19,1
45,22,"AI","R",2,2,2,2,5,4,1,3,40,6,20,13,65,48,42,19,1
45,23,"Human","A",3,4,4,5,3,2,2,5,864000,6,20,13,65,48,42,19,1
45,24,"Human","A",3,3,3,5,3,2,3,5,576000,6,20,13,65,48,42,19,1
45,25,"Human","R",4,4,3,5,4,2,2,5,21600,6,20,13,65,48,42,19,1
45,26,"AI","R",5,5,5,5,5,5,5,3,60,6,20,13,65,48,42,19,1
45,27,"Human","R",5,5,5,5,5,5,5,5,1152000,6,20,13,65,48,42,19,1
45,28,"AI","A",3,4,3,3,4,4,3,3,30,6,20,13,65,48,42,19,1
45,29,"AI","A",3,2,3,3,3,4,2,2,1800,6,20,13,65,48,42,19,1
45,3,"AI","R",5,5,5,5,5,5,5,3,90,6,20,13,65,48,42,19,1
45,30,"Human","R",5,5,5,5,5,4,5,5,576000,6,20,13,65,48,42,19,1
45,4,"Human","A",1,2,3,3,2,1,1,4,28800,6,20,13,65,48,42,19,1
45,5,"Human","R",5,5,5,5,5,5,5,5,864000,6,20,13,65,48,42,19,1
45,6,"AI","A",5,5,5,4,4,3,3,3,360,6,20,13,65,48,42,19,1
45,7,"AI","R",4,4,4,5,4,4,4,4,540,6,20,13,65,48,42,19,1
45,8,"Human","A",3,2,2,4,2,2,1,4,43200,6,20,13,65,48,42,19,1
45,9,"AI","A",4,5,5,3,4,3,4,3,120,6,20,13,65,48,42,19,1
46,1,"AI","R",3,4,2,2,2,2,1,2,5,6,10,23,29,43,57,30,1
46,10,"Human","R",2,2,1,2,1,2,1,3,3240,6,10,23,29,43,57,30,1
46,11,"Human","A",2,2,1,2,2,2,2,2,1560,6,10,23,29,43,57,30,1
46,12,"Human","R",3,2,2,2,3,2,2,3,3000,6,10,23,29,43,57,30,1
46,13,"Human","R",4,3,3,2,3,3,3,3,1680,6,10,23,29,43,57,30,1
46,14,"AI","A",3,2,2,1,1,1,1,1,5,6,10,23,29,43,57,30,1
46,15,"AI","A",4,3,2,1,2,2,1,1,10,6,10,23,29,43,57,30,1
46,16,"AI","R",4,4,2,2,3,1,1,1,5,6,10,23,29,43,57,30,1
46,17,"Human","A",2,2,1,2,1,1,1,3,240,6,10,23,29,43,57,30,1
46,18,"AI","R",3,2,2,2,2,2,1,1,5,6,10,23,29,43,57,30,1
46,19,"Human","R",4,3,2,2,3,2,2,3,360,6,10,23,29,43,57,30,1
46,2,"AI","A",1,1,1,2,1,3,1,2,2,6,10,23,29,43,57,30,1
46,20,"AI","A",1,1,2,1,1,1,1,1,1,6,10,23,29,43,57,30,1
46,21,"Human","A",4,3,2,2,2,2,2,3,3120,6,10,23,29,43,57,30,1
46,22,"Human","R",3,1,2,2,2,2,2,2,180,6,10,23,29,43,57,30,1
46,23,"AI","A",2,2,2,1,2,2,1,1,5,6,10,23,29,43,57,30,1
46,24,"AI","A",4,4,3,2,3,3,2,3,5,6,10,23,29,43,57,30,1
46,25,"Human","R",5,5,4,3,5,4,4,4,3120,6,10,23,29,43,57,30,1
46,26,"AI","R",4,3,2,1,2,2,1,1,5,6,10,23,29,43,57,30,1
46,27,"Human","R",4,3,3,4,3,3,3,4,4320,6,10,23,29,43,57,30,1
46,28,"Human","A",4,4,2,2,2,2,2,3,360,6,10,23,29,43,57,30,1
46,29,"Human","A",3,3,2,2,2,3,2,3,240,6,10,23,29,43,57,30,1
46,3,"Human","R",4,2,2,3,3,3,3,3,3120,6,10,23,29,43,57,30,1
46,30,"Human","R",4,4,3,2,3,2,2,3,1440,6,10,23,29,43,57,30,1
46,4,"Human","A",1,1,1,1,1,1,1,2,180,6,10,23,29,43,57,30,1
46,5,"Human","R",3,3,2,2,2,2,2,3,2880,6,10,23,29,43,57,30,1
46,6,"AI","A",2,3,2,1,1,1,1,1,5,6,10,23,29,43,57,30,1
46,7,"AI","R",4,4,3,2,3,3,3,2,10,6,10,23,29,43,57,30,1
46,8,"AI","A",1,1,1,2,1,2,2,2,5,6,10,23,29,43,57,30,1
46,9,"AI","A",2,3,1,1,1,1,1,1,5,6,10,23,29,43,57,30,1
47,1,"Human","R",3,2,3,2,2,2,3,4,3360,1,17,21,68,51,51,31,1
47,10,"Human","R",2,2,3,4,3,4,4,4,11762,1,17,21,68,51,51,31,1
47,11,"AI","A",1,3,2,2,1,2,1,1,3000,1,17,21,68,51,51,31,1
47,12,"AI","R",3,4,3,4,3,2,4,3,2945,1,17,21,68,51,51,31,1
47,13,"Human","R",3,4,4,3,3,4,4,4,1920,1,17,21,68,51,51,31,1
47,14,"AI","A",1,2,2,3,1,1,2,1,240,1,17,21,68,51,51,31,1
47,15,"Human","A",1,1,1,2,2,2,2,2,360,1,17,21,68,51,51,31,1
47,16,"AI","R",1,1,2,2,2,1,1,2,1770,1,17,21,68,51,51,31,1
47,17,"AI","A",4,3,3,3,3,5,3,3,2040,1,17,21,68,51,51,31,1
47,18,"AI","R",2,3,2,2,3,2,2,3,310,1,17,21,68,51,51,31,1
47,19,"Human","R",2,3,3,2,2,3,4,4,480,1,17,21,68,51,51,31,1
47,2,"Human","A",3,2,2,2,3,3,2,3,360,1,17,21,68,51,51,31,1
47,20,"Human","A",1,1,1,1,1,1,1,1,5880,1,17,21,68,51,51,31,1
47,21,"AI","A",4,4,2,3,2,2,2,2,7382,1,17,21,68,51,51,31,1
47,22,"Human","R",1,1,1,2,2,2,2,1,965,1,17,21,68,51,51,31,1
47,23,"Human","A",1,1,1,1,1,2,2,2,120,1,17,21,68,51,51,31,1
47,24,"AI","A",2,3,2,2,3,2,3,3,480,1,17,21,68,51,51,31,1
47,25,"Human","R",3,3,4,3,2,3,2,3,630,1,17,21,68,51,51,31,1
47,26,"Human","R",3,3,2,2,3,2,2,2,600,1,17,21,68,51,51,31,1
47,27,"Human","R",4,4,3,4,4,2,4,4,7320,1,17,21,68,51,51,31,1
47,28,"AI","A",1,2,2,2,2,4,3,3,5880,1,17,21,68,51,51,31,1
47,29,"AI","A",2,3,2,2,3,4,3,4,10262,1,17,21,68,51,51,31,1
47,3,"Human","R",4,4,3,3,4,4,4,4,8880,1,17,21,68,51,51,31,1
47,30,"AI","R",1,1,1,2,1,1,1,1,240,1,17,21,68,51,51,31,1
47,4,"AI","A",1,1,1,3,1,1,1,2,240,1,17,21,68,51,51,31,1
47,5,"Human","R",1,1,1,2,1,3,3,2,360,1,17,21,68,51,51,31,1
47,6,"Human","A",4,4,3,2,1,1,1,4,4441,1,17,21,68,51,51,31,1
47,7,"Human","R",2,2,3,2,2,3,3,1,270,1,17,21,68,51,51,31,1
47,8,"Human","A",1,2,4,3,3,2,3,2,180,1,17,21,68,51,51,31,1
47,9,"Human","A",4,4,4,4,3,4,4,4,1920,1,17,21,68,51,51,31,1
48,1,"Human","R",4,3,3,1,1,5,3,3,8880,3,17,14,67,55,44,21,1
48,10,"AI","R",2,4,3,2,4,4,2,2,120,3,17,14,67,55,44,21,1
48,11,"AI","A",3,2,4,4,2,5,2,2,1510,3,17,14,67,55,44,21,1
48,12,"Human","R",5,5,5,3,4,5,4,2,10685,3,17,14,67,55,44,21,1
48,13,"Human","R",5,5,4,3,4,5,3,3,2940,3,17,14,67,55,44,21,1
48,14,"Human","A",2,1,3,2,3,4,4,3,8955,3,17,14,67,55,44,21,1
48,15,"AI","A",5,4,3,2,1,5,3,3,5820,3,17,14,67,55,44,21,1
